"name1","name2","street1","street2","city","state","zip","zip4","county","phone","intake_prompt","intake1","intake2","website","latitude","longitude","type_facility","sa","dt","mm","dm","bum","db","rpn","bu","nxn","vtrl","meth","hh","noop","pain","nmoa","moa","ubn","otp","cbt","dbt","tele","saca","trc","smon","smpd","smop","hi","res","op","rs","rl","rd","od","omb","odt","oit","ort","hid","hit","ct","gh","psyh","vamc","tbg","ih","stg","lccg","ddf","stag","stmh","stdh","hla","jc","carf","ncqa","coa","hfap","np","sf","md","mc","si","pi","mi","fsa","ss","pa","ah","sp","co","gl","vet","adm","mf","cj","se","ad","pw","wn","mn","hv","trma","xa","dv","tay","nsc","adtx","bdtx","cdtx","mdtx","odtx","tgd","ico","gco","fco","mco","twfa","bia","cmi","moti","ang","mxm","crv","relp","bc","chld","yad","adlt","fem","male","du","duo","acc","acm","acu","baba","ccc","cmha","csaa","daut","dp","dsf","dvfp","eih","emp","haec","heoh","hivt","isc","itu","mhs","opc","sae","shg","smhd","ssa","ssd","stdt","ta","taec","tbs","cm","fpsy","hs","nrt","peer","stu","tcc","bsdm","nu","mu","bwn","bwon","ub","un","beri","pvtp","pvtn","sumh","inpe","rpe","pc","naut","nmaut","acma","pmat","auinpe","aurpe","aupc","dlc","mhiv","mhcv","lfxd","clnd","copsu","daof","mst","noe","ofd","rc","piec","mdet","voc","hav","hbv","audo","mmd","mpep","fed","sotp","dea","samf","mhpa","hbt","hct","tod","vapn","vapp","vppd","oudo","nx","fx","mws","f17","f19","f25","f28","f30","f31","f35","f36","f37","f4","f42","f43","f47","f66","f67","f70","f81","f92","n24","n40"
"Living Free Health Services","","4306 Evergreen Lane","Suite 204","Annandale","VA","22003","","Fairfax","703-750-1292","","","","http://livingfreehealth.com","38.8316471675168","-77.1860895082923","SU","1","","","","","","","","","","","","","","","","","","1","","1","1","1","1","","","","","1","","","","","","1","1","1","","","","","","","","","","","","1","1","1","","1","1","1","","1","","1","","","","1","","","1","","","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","","","","1","1","","1","1","1","1","","","","","","","","","","1","1","1","1","1","1","","","","","","1","","","","1","1","1","","","","","","","","","1","","","","","","","","","","","","","","","","","","1","","","","","","1","","1","","","","","","","1","1","","1","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Inova CATS Program","IOP","8221 Willow Oaks Corporate Drive","Suite 4-430","Fairfax","VA","22031","","Fairfax","703-289-7599","","571-623-3500","","http://www.inova.org/cats","38.8637246","-77.2339591","SU","1","","","","","","","1","1","1","","","","","","1","","","1","","1","1","","","1","","","","1","","","","","1","1","1","1","","","","1","","","","","","","","1","1","1","1","1","","","","","","1","1","1","1","1","1","","","","1","","1","","","","","","","","","","","","","","","","1","","","","","","","1","1","1","","1","1","","1","1","","","1","","","1","1","1","1","","","1","1","","1","","1","1","1","1","1","","","","1","","","","","1","","1","","1","1","1","","","1","","1","","","1","","1","1","","1","","1","1","1","1","","","1","1","1","","1","","","1","1","1","","1","","","","","1","","","","1","","","","","","","","","1","","","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Fairfax/Falls Church Comm Servs Board","Merrifield Adult and Youth Services","8221 Willow Oaks Corporate Drive","","Fairfax","VA","22031","","Fairfax","703-324-7000","","703-383-8500","","http://www.fairfaxcounty.gov/community-services-board/","38.8637246","-77.2339591","SU","1","","","","1","","","1","1","1","","","","","","","","","","","1","1","1","","1","","","","1","","","","","1","1","1","1","","","","","","","","","","1","","1","1","","","","","","","","","1","1","1","","1","1","1","1","1","1","1","1","","","","","1","","1","","1","1","","","","","1","","","","","","","","1","1","1","","1","","","1","","","","1","","","","","1","1","","","1","","","1","","1","1","1","1","","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","1","","1","1","1","1","","","","1","","","","","","","1","","","1","","","","","","","1","1","1","1","1","1","","1","","","","1","","","","","1","","1","1","","","","1","","","","1","","","","","","","","","","","","","","","","","","","",""
"BHG Newport News Treatment Center","BHG XLII LLC","6000 Jefferson Avenue","Suite B","Newport News","VA","23605","","Newport News City","757-933-2660","","","","http://www.bhgrecovery.com","37.01442","-76.4406953","SU","1","1","1","1","1","1","1","1","1","","1","","","","","","","1","1","","1","1","","","","1","","","1","","","","1","1","","1","1","","","","","","","","","","","","1","1","1","","1","1","","","","","1","1","1","","1","","","1","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","","1","1","","","","","","1","","1","","1","","","1","1","1","1","","","1","","","1","","","1","1","1","","","","","1","1","","","","1","","1","1","1","1","1","1","1","1","1","1","","1","","","1","1","","1","1","1","1","1","1","","1","","1","","","","1","","","","","","","","","","","","","1","","1","1","","","1","","","","","","","","1","1","","1","1","1","","","1","","1","","","1","","","","","","","","","","","","","","","","","","","",""
"Aquila Recovery of Virginia","","425 Carlisle Drive","Suite B","Herndon","VA","20170","5618","Fairfax","703-464-5122","","","","http://www.aquilarecoveryva.com","38.9594628","-77.3702661","SU","1","","","","","","","","1","","","","","","","1","","","1","","1","1","","1","","","","","1","","","","","","","1","1","","","","","","","","","","","","1","","","","1","","","","","","1","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","","","","","","","1","","","1","1","1","1","1","","1","","","1","","1","1","1","1","","","","","","","","","","","","1","","1","1","","","","","","","","","","1","1","","","1","","","","","","","1","","","","","1","","","1","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Hampton Roads Clinic","Opioid Treatment Program","2712 Washington Avenue","","Newport News","VA","23607","","Newport News City","757-240-5223","","","","http://www.hnncsb.org","36.9796389","-76.4310455","SU","1","1","1","1","","","","","","","1","","","","","","","1","1","","1","1","1","1","","","","","1","","","","1","1","","","1","","","","","","","","","","","","1","1","1","","","1","","","","","1","1","1","1","","","1","1","1","1","","1","","","","","","","","1","1","1","1","1","","","","","","","","","1","","1","1","1","","","","1","1","1","","","1","","","1","1","1","1","","","1","","","1","","","1","1","1","","","1","1","1","1","1","1","","1","1","1","1","1","1","1","","1","1","1","1","","1","","1","1","1","","","1","","","","","","","1","1","","","","","1","","","","","","","","","","","","1","","1","1","","","1","","","","","","","","1","1","1","","1","1","","1","","","1","","","1","","","","","","","","","","","","","","","","","","","",""
"Sandstone Care","Reston Virginia","11415 Isaac Newton Square South","","Reston","VA","20190","","Fairfax","703-260-9359","","","","http://www.sandstonecare.com/locations/reston-rehab-center/","38.9519543","-77.3373201","SU","1","1","","","1","1","1","1","1","1","","1","","","","1","","","1","","1","1","1","","1","","","","1","","","","1","1","1","1","1","","","","","","","","","","","","1","","","","1","","","","","","1","","","","1","1","","","","","","1","","","","","","","1","","","","","1","","","1","","","","1","1","1","","1","1","1","1","1","1","1","1","1","","","1","","1","","1","1","1","","","1","","","1","","1","1","1","1","1","","","1","","","","","1","1","1","1","1","1","1","1","","1","","","1","","1","","1","1","1","","1","","1","","1","1","1","1","","1","","1","","","","1","1","","","1","","","","","1","","","","1","1","1","1","1","1","","","","1","","","","","","","","","1","","","1","","","","1","","","","","","","","","","","","","","","","","","","",""
"Hampton Newport News CSB","Southeastern Family Project","2351 Terminal Avenue","","Newport News","VA","23607","","Newport News City","757-245-1070","","","","http://www.hnncsb.org","36.9794127","-76.4226825","SU","1","","","","","","","","","","","","","","","1","","","1","","1","1","1","1","","","","1","","1","1","","","","","","","","","","","","","","","","","","1","1","1","","","","","","","","","1","","1","","","1","","","1","","1","1","","","","1","","","1","1","","1","1","1","1","","1","","","","","","","1","1","1","1","","","","1","1","","","1","","","1","1","1","","","","1","","","1","1","","1","1","1","","1","1","1","1","1","","1","","1","1","1","1","1","1","1","","1","1","","1","","1","","1","1","1","","","","","","","","","","1","1","1","","","","1","","","","","","","","","","","","","","1","1","","","","1","","","","1","","","","","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Fairfax/Falls Church Comm Servs Board","New Generations Specialized Trt/Women","8422 Electric Avenue","","Vienna","VA","22182","","Fairfax","703-324-7000","","703-383-8500","","http://www.fairfaxcounty.gov/community-services-board/","38.9018633","-77.2372597","SU","1","","","","1","","","1","1","1","","","","","","","","","","","","1","1","","1","","","1","","","1","","","","","","","","","","","","","","","","1","","1","1","","","","","","","","","1","1","1","","1","1","1","1","1","1","","","","","","","","","","1","1","","","","","","","","","","","","","","1","1","1","","","","","1","","","","1","1","","1","1","1","","","","1","","","1","1","","","1","1","","1","1","1","1","1","1","","","1","","1","1","","","1","1","","1","1","1","","1","1","1","","1","","1","","1","1","1","1","","","","1","","","","","","","1","","","1","","","","","","","1","1","1","1","1","","","1","","","","1","","","","","1","","1","1","","","","1","","","","1","","","","","","","","","","","","","","","","","","","",""
"Hampton Newport News CSB","Partners in Recovery","400 Medical Drive","Suite A","Hampton","VA","23666","","Hampton City","757-788-0400 x1422","","757-788-0400","","http://www.hnncsb.org","37.0563756","-76.3880552","SU","1","","","","1","","","1","1","1","","","","","","","","","1","","1","1","1","1","","","","","1","","","","","1","","","1","","","","","","","","","","","","1","1","","","","","","","","","1","1","1","","1","1","1","1","1","1","1","1","","","","","1","","","1","1","1","","1","","","","1","","","","","","","1","1","1","1","","","1","1","1","","","1","","","1","1","1","1","","","","1","","1","1","1","1","1","1","1","","","","1","","","1","","1","","1","1","1","1","","","1","1","1","1","","","1","1","1","1","","1","","1","1","1","1","1","","1","1","","","","","","","1","1","","","","","","","1","","1","1","1","","","","","","","","","1","","","","","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Alexandria Community Services Board","","4850 Mark Center Drive","","Alexandria","VA","22311","","Alexandria City","703-746-3400","","703-746-3535","","http://www.alexandriava.gov/DCHS","38.8299012","-77.1191228","SU","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Pyramid Healthcare","","245 Chesapeake Avenue","","Newport News","VA","23607","","Newport News City","757-586-3900","","757-699-4330","","https://www.pyramid-healthcare.com/","36.9863005","-76.3927333","SU","1","1","","","","1","1","1","1","1","","","","","","","","","1","","","1","1","","1","","","1","1","1","","1","","","","1","1","","","","","","","","","","","","","","1","","1","","","","","","1","1","","1","1","1","","","","1","","","1","1","1","1","1","1","","","1","1","1","1","1","1","1","1","1","1","","","1","","1","1","1","1","1","1","1","1","","","","1","","","1","1","1","1","","","1","","","1","","","1","1","1","","","","","1","1","1","","","","1","1","1","","1","1","1","1","1","1","1","","1","","1","1","1","","1","","1","","1","1","1","1","","","","","","","","","1","","","1","1","1","1","","1","","","1","1","1","","","1","","","","","1","","","","","","1","1","1","","1","","","","","","1","","","","","","","","","","","","","","","","","","","",""
"New Paradigm Recovery LLC","","8150 Leesburg Pike","Suite 740","Vienna","VA","22182","","Fairfax","703-214-5888","","","","http://www.nprecovery.com","38.9164603","-77.2266338","SU","1","","","","1","","1","1","1","1","","","","","","1","","","1","","1","1","1","","1","","","","1","","","","","1","","1","1","","","","","","","","","","","","","","","","","","","","","","1","","","1","1","1","","","","1","","","1","1","","","","","","","1","1","1","1","1","","","","","","","","","","1","1","1","1","1","","1","1","1","1","","1","","","1","1","1","1","","","1","","","1","","1","1","1","1","","","","1","1","1","","1","","","1","1","1","1","1","1","","","1","","1","","1","","1","1","1","","1","","1","1","1","1","","1","","","1","1","1","","","","1","1","1","","","","","","","1","","","1","1","1","1","","1","","","","","","","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Loudoun County Mental Health Center","","21641 Ridgetop Circle","Suite 210","Sterling","VA","20166","","Loudoun","703-771-5100","","703-771-5155","","http://www.loudoun.gov/index.aspx?NID=121","39.025427","-77.4080665","SU","1","","","","","","","","","","","","","","","1","","","1","","1","1","1","","1","","","","1","","","","","","","","1","","","","","","","","","","1","","1","1","","","","","","","","","1","1","1","1","","","1","1","1","1","1","1","","","","","1","","1","","1","1","","1","","","","","","","","","","","1","1","1","1","1","","","1","","1","","","","","","","1","1","","","1","1","","1","","1","1","1","1","1","1","","1","1","1","","1","","1","1","1","1","1","1","1","","1","","","1","","1","","1","1","1","","","","","","","","","","","1","","1","","","","1","","","1","","","","","","1","","1","","1","","","","","","","","","1","","","","","1","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
